datetime,cc,run,runtime,throughput_test,throughput_value,delay_test,delay_value
2019-08-21T17:06:02:+0200,bbr,1,30,True,105.20656206451613,True,90.736
2019-08-21T17:06:02:+0200,bbr,2,30,True,105.2054369032258,True,85.171
2019-08-21T17:06:02:+0200,bbr,3,30,True,106.63614348387095,True,85.398
2019-08-21T17:06:02:+0200,bbr,4,30,True,105.07232825806449,True,83.759
2019-08-21T17:06:02:+0200,bbr,5,30,True,105.0623091612903,True,85.24600000000001
2019-08-21T17:06:02:+0200,bbr,6,30,True,105.16390812903227,True,85.60600000000001
2019-08-21T17:06:02:+0200,bbr,7,30,True,106.34465548387097,True,87.084
2019-08-21T17:06:02:+0200,bbr,8,30,True,106.47759174193548,True,86.03399999999999
2019-08-21T17:06:02:+0200,bbr,9,30,True,105.2475829677419,True,84.734
2019-08-21T17:06:02:+0200,bbr,10,30,True,105.41598038709674,True,84.169
2019-08-20T15:34:33:+0200,bbr,1,30,True,105.33496464516126,True,84.741
2019-08-20T15:34:33:+0200,bbr,2,30,True,105.96730941935483,True,85.713
2019-08-20T15:34:33:+0200,bbr,3,30,True,105.06241858064516,False,
2019-08-20T15:34:33:+0200,bbr,4,30,True,105.036464516129,True,84.25399999999999
2019-08-20T15:34:33:+0200,bbr,5,30,True,105.0640784516129,True,86.512
2019-08-20T15:34:33:+0200,bbr,6,30,True,106.48085470967739,False,
2019-08-20T15:34:33:+0200,bbr,7,30,True,106.66194993548385,True,85.478
2019-08-20T15:34:33:+0200,bbr,8,30,True,106.46539251612901,True,85.068
2019-08-20T15:34:33:+0200,bbr,9,30,True,105.20867612903227,True,85.919
2019-08-20T15:34:33:+0200,bbr,10,30,True,105.18668077419353,True,85.64200000000001
2019-08-21T12:14:13:+0200,bbr,1,30,True,104.92284799999997,False,
2019-08-21T12:14:13:+0200,bbr,2,30,True,106.68988283870966,True,84.399
2019-08-21T12:14:13:+0200,bbr,3,30,True,105.31526709677419,True,84.90799999999999
2019-08-21T12:14:13:+0200,bbr,4,30,True,105.08674374193549,True,85.13
2019-08-21T12:14:13:+0200,bbr,5,30,True,105.31786219354836,True,84.561
2019-08-21T12:14:13:+0200,bbr,6,30,True,105.13613729032257,False,
2019-08-21T12:14:13:+0200,bbr,7,30,True,106.43184412903226,True,84.656
2019-08-21T12:14:13:+0200,bbr,8,30,True,105.36134709677417,True,85.161
2019-08-21T12:14:13:+0200,bbr,9,30,True,105.26102399999998,True,86.31299999999999
2019-08-21T12:14:13:+0200,bbr,10,30,True,104.67690012903225,True,85.70200000000001
2019-08-22T07:59:10:+0200,bbr,1,30,True,106.44112206451611,True,85.714
2019-08-22T07:59:10:+0200,bbr,2,30,True,106.44916438709679,True,85.461
2019-08-22T07:59:10:+0200,bbr,3,30,True,105.11608051612902,False,
2019-08-22T07:59:10:+0200,bbr,4,30,True,104.92092077419353,True,86.527
2019-08-22T07:59:10:+0200,bbr,5,30,True,106.44928722580643,True,85.214
2019-08-22T07:59:10:+0200,bbr,6,30,True,106.09725419354838,False,
2019-08-22T07:59:10:+0200,bbr,7,30,True,104.93930735483868,False,
2019-08-22T07:59:10:+0200,bbr,8,30,True,105.31034941935482,True,85.26899999999999
2019-08-22T07:59:10:+0200,bbr,9,30,True,104.9543618064516,True,87.17299999999999
2019-08-22T07:59:10:+0200,bbr,10,30,True,106.52633083870967,True,85.434
2019-08-22T10:18:28:+0200,bbr,1,30,True,106.4626467096774,True,84.84700000000001
2019-08-22T10:18:28:+0200,bbr,2,30,True,106.47548077419354,True,84.09100000000001
2019-08-22T10:18:28:+0200,bbr,3,30,True,105.10134812903226,True,84.445
2019-08-22T10:18:28:+0200,bbr,4,30,True,105.0829935483871,True,85.491
2019-08-22T10:18:28:+0200,bbr,5,30,True,105.05573677419353,False,
2019-08-22T10:18:28:+0200,bbr,6,30,True,106.5150224516129,True,85.744
2019-08-22T10:18:28:+0200,bbr,7,30,True,105.34484748387095,True,85.631
2019-08-22T10:18:28:+0200,bbr,8,30,True,105.1466818064516,True,84.584
2019-08-22T10:18:28:+0200,bbr,9,30,True,106.43531148387096,True,84.926
2019-08-22T10:18:28:+0200,bbr,10,30,True,106.49383741935483,True,84.64399999999999
2019-08-21T17:06:02:+0200,copa,1,30,True,100.98868645161292,True,61.056000000000004
2019-08-21T17:06:02:+0200,copa,2,30,True,105.2402064516129,True,48.761
2019-08-21T17:06:02:+0200,copa,3,30,True,97.08451303225809,True,58.695
2019-08-21T17:06:02:+0200,copa,4,30,True,92.90253419354839,True,61.75
2019-08-21T17:06:02:+0200,copa,5,30,True,105.91170683870969,True,49.342
2019-08-21T17:06:02:+0200,copa,6,30,True,100.85706322580644,True,50.016000000000005
2019-08-21T17:06:02:+0200,copa,7,30,True,98.34169599999998,True,52.558
2019-08-21T17:06:02:+0200,copa,8,30,True,80.47760929032256,True,64.883
2019-08-21T17:06:02:+0200,copa,9,30,True,96.89628696774196,True,52.968999999999994
2019-08-21T17:06:02:+0200,copa,10,30,True,89.72261574193547,True,63.236000000000004
2019-08-20T15:34:33:+0200,copa,1,30,True,105.37192877419356,True,49.118
2019-08-20T15:34:33:+0200,copa,2,30,True,105.4525935483871,True,48.045
2019-08-20T15:34:33:+0200,copa,3,30,True,78.70817858064517,True,63.32
2019-08-20T15:34:33:+0200,copa,4,30,True,99.21382399999999,True,52.58
2019-08-20T15:34:33:+0200,copa,5,30,True,89.48375741935484,True,61.718999999999994
2019-08-20T15:34:33:+0200,copa,6,30,True,93.5552701935484,True,56.108000000000004
2019-08-20T15:34:33:+0200,copa,7,30,True,100.21697032258064,True,51.281000000000006
2019-08-20T15:34:33:+0200,copa,8,30,True,84.58089290322582,True,60.739
2019-08-20T15:34:33:+0200,copa,9,30,True,97.11228696774195,True,60.288000000000004
2019-08-20T15:34:33:+0200,copa,10,30,True,103.73658425806451,True,50.336999999999996
2019-08-21T12:14:13:+0200,copa,1,30,True,85.42914683870967,True,62.637
2019-08-21T12:14:13:+0200,copa,2,30,True,104.36921600000001,True,48.885
2019-08-21T12:14:13:+0200,copa,3,30,True,96.07976670967744,True,58.928999999999995
2019-08-21T12:14:13:+0200,copa,4,30,True,98.45019458064517,True,58.166000000000004
2019-08-21T12:14:13:+0200,copa,5,30,True,96.9945331612903,True,62.878
2019-08-21T12:14:13:+0200,copa,6,30,True,91.0869821935484,True,63.371
2019-08-21T12:14:13:+0200,copa,7,30,True,93.00680670967742,True,66.45
2019-08-21T12:14:13:+0200,copa,8,30,True,85.26278193548387,True,63.081
2019-08-21T12:14:13:+0200,copa,9,30,True,91.90381832258065,True,58.798
2019-08-21T12:14:13:+0200,copa,10,30,True,81.45079329032258,True,68.452
2019-08-22T07:59:10:+0200,copa,1,30,True,95.0394033548387,True,58.135
2019-08-22T07:59:10:+0200,copa,2,30,True,104.64696361290325,True,54.24100000000001
2019-08-22T07:59:10:+0200,copa,3,30,True,90.00801651612903,True,63.933
2019-08-22T07:59:10:+0200,copa,4,30,True,95.48245677419355,True,56.981
2019-08-22T07:59:10:+0200,copa,5,30,True,101.6224412903226,True,54.295
2019-08-22T07:59:10:+0200,copa,6,30,True,99.4278689032258,True,56.417
2019-08-22T07:59:10:+0200,copa,7,30,True,86.12860077419356,True,62.167
2019-08-22T07:59:10:+0200,copa,8,30,True,87.90052335483871,True,59.482
2019-08-22T07:59:10:+0200,copa,9,30,True,100.32381522580644,True,52.303999999999995
2019-08-22T07:59:10:+0200,copa,10,30,True,100.80448412903225,True,52.62
2019-08-22T10:18:28:+0200,copa,1,30,True,106.25142296774193,True,50.17100000000001
2019-08-22T10:18:28:+0200,copa,2,30,True,76.5614864516129,True,64.673
2019-08-22T10:18:28:+0200,copa,3,30,True,99.46608722580645,True,58.39
2019-08-22T10:18:28:+0200,copa,4,30,True,86.69905135483869,True,61.57899999999999
2019-08-22T10:18:28:+0200,copa,5,30,True,92.32649496774194,True,59.751999999999995
2019-08-22T10:18:28:+0200,copa,6,30,True,101.85060954838711,True,49.714
2019-08-22T10:18:28:+0200,copa,7,30,True,100.80983948387095,True,50.788000000000004
2019-08-22T10:18:28:+0200,copa,8,30,True,94.38448722580647,True,59.339
2019-08-22T10:18:28:+0200,copa,9,30,True,86.86361393548387,True,61.896
2019-08-22T10:18:28:+0200,copa,10,30,True,85.79666993548388,True,61.33
2019-08-21T17:06:02:+0200,cubic,1,30,True,104.37459922580643,True,89.02600000000001
2019-08-21T17:06:02:+0200,cubic,2,30,True,107.8853698064516,True,90.265
2019-08-21T17:06:02:+0200,cubic,3,30,True,107.94554425806449,True,90.175
2019-08-21T17:06:02:+0200,cubic,4,30,True,107.92657651612902,True,90.166
2019-08-21T17:06:02:+0200,cubic,5,30,True,107.08848929032257,True,89.057
2019-08-21T17:06:02:+0200,cubic,6,30,True,107.0431989677419,True,88.955
2019-08-21T17:06:02:+0200,cubic,7,30,True,107.09857651612901,True,88.939
2019-08-21T17:06:02:+0200,cubic,8,30,True,108.05238296774192,True,90.316
2019-08-21T17:06:02:+0200,cubic,9,30,True,108.06706993548386,True,90.167
2019-08-21T17:06:02:+0200,cubic,10,30,True,107.96993135483869,True,90.305
2019-08-20T15:34:33:+0200,cubic,1,30,True,104.01414400000002,True,88.866
2019-08-20T15:34:33:+0200,cubic,2,30,True,107.7655700645161,True,90.37700000000001
2019-08-20T15:34:33:+0200,cubic,3,30,True,107.90954425806451,True,90.319
2019-08-20T15:34:33:+0200,cubic,4,30,True,108.09068283870967,True,90.30799999999999
2019-08-20T15:34:33:+0200,cubic,5,30,True,107.00180232258062,True,89.069
2019-08-20T15:34:33:+0200,cubic,6,30,True,107.16513445161289,True,89.066
2019-08-20T15:34:33:+0200,cubic,7,30,True,106.57171509677418,True,88.74
2019-08-20T15:34:33:+0200,cubic,8,30,True,107.18371406451612,True,89.02600000000001
2019-08-20T15:34:33:+0200,cubic,9,30,True,104.3873507096774,True,88.787
2019-08-20T15:34:33:+0200,cubic,10,30,True,104.55506374193548,True,89.038
2019-08-21T12:14:13:+0200,cubic,1,30,True,107.96221212903224,True,90.272
2019-08-21T12:14:13:+0200,cubic,2,30,True,108.0233507096774,True,90.354
2019-08-21T12:14:13:+0200,cubic,3,30,True,107.11096361290322,True,89.117
2019-08-21T12:14:13:+0200,cubic,4,30,True,108.00112619354839,True,90.272
2019-08-21T12:14:13:+0200,cubic,5,30,True,104.41256258064516,True,89.095
2019-08-21T12:14:13:+0200,cubic,6,30,True,107.96617496774195,True,90.39399999999999
2019-08-21T12:14:13:+0200,cubic,7,30,True,107.97109264516128,True,90.04299999999999
2019-08-21T12:14:13:+0200,cubic,8,30,True,107.82436025806452,True,90.29299999999999
2019-08-21T12:14:13:+0200,cubic,9,30,True,107.03042477419356,True,88.929
2019-08-21T12:14:13:+0200,cubic,10,30,True,108.07793135483871,True,90.137
2019-08-22T07:59:10:+0200,cubic,1,30,True,107.13117832258064,True,89.176
2019-08-22T07:59:10:+0200,cubic,2,30,True,108.03847019354838,True,90.382
2019-08-22T07:59:10:+0200,cubic,3,30,True,107.9865538064516,True,90.39299999999999
2019-08-22T07:59:10:+0200,cubic,4,30,True,104.45199587096776,True,88.887
2019-08-22T07:59:10:+0200,cubic,5,30,True,104.48528619354838,True,88.87700000000001
2019-08-22T07:59:10:+0200,cubic,6,30,True,107.85184412903223,True,90.139
2019-08-22T07:59:10:+0200,cubic,7,30,True,107.13264103225805,True,89.165
2019-08-22T07:59:10:+0200,cubic,8,30,True,107.15470554838708,True,89.03399999999999
2019-08-22T07:59:10:+0200,cubic,9,30,True,108.0051344516129,True,90.19200000000001
2019-08-22T07:59:10:+0200,cubic,10,30,True,107.94242477419355,True,90.31700000000001
2019-08-22T10:18:28:+0200,cubic,1,30,True,104.40242477419355,True,89.072
2019-08-22T10:18:28:+0200,cubic,2,30,True,108.00281703225804,True,90.056
2019-08-22T10:18:28:+0200,cubic,3,30,True,104.47834116129033,True,88.897
2019-08-22T10:18:28:+0200,cubic,4,30,True,108.00475354838709,True,90.272
2019-08-22T10:18:28:+0200,cubic,5,30,True,107.88939251612902,True,90.163
2019-08-22T10:18:28:+0200,cubic,6,30,True,107.05057651612903,True,89.055
2019-08-22T10:18:28:+0200,cubic,7,30,True,104.03987819354836,True,87.039
2019-08-22T10:18:28:+0200,cubic,8,30,True,107.90799587096772,True,90.17
2019-08-22T10:18:28:+0200,cubic,9,30,True,108.03842477419354,True,90.141
2019-08-22T10:18:28:+0200,cubic,10,30,True,107.1971581935484,True,88.961
2019-08-21T17:06:02:+0200,fillp,1,30,True,106.30233496774194,True,70.516
2019-08-21T17:06:02:+0200,fillp,2,30,True,106.1701956129032,True,71.093
2019-08-21T17:06:02:+0200,fillp,3,30,True,106.59578425806453,True,71.155
2019-08-21T17:06:02:+0200,fillp,4,30,True,106.93753703225805,True,71.866
2019-08-21T17:06:02:+0200,fillp,5,30,True,106.08002477419355,True,70.758
2019-08-21T17:06:02:+0200,fillp,6,30,True,106.40199948387095,True,71.545
2019-08-21T17:06:02:+0200,fillp,7,30,True,106.4218415483871,True,70.727
2019-08-21T17:06:02:+0200,fillp,8,30,True,106.50676025806453,True,71.612
2019-08-21T17:06:02:+0200,fillp,9,30,True,106.13461264516127,True,72.687
2019-08-21T17:06:02:+0200,fillp,10,30,True,106.84234425806454,True,73.43
2019-08-20T15:34:33:+0200,fillp,1,30,True,106.13944258064515,True,70.85
2019-08-20T15:34:33:+0200,fillp,2,30,True,106.12966606451612,True,71.888
2019-08-20T15:34:33:+0200,fillp,3,30,True,107.32627303225807,True,73.112
2019-08-20T15:34:33:+0200,fillp,4,30,True,105.70873290322578,True,70.333
2019-08-20T15:34:33:+0200,fillp,5,30,True,106.58388232258068,True,70.792
2019-08-20T15:34:33:+0200,fillp,6,30,True,106.62750761290323,True,72.046
2019-08-20T15:34:33:+0200,fillp,7,30,True,106.54507251612903,True,71.023
2019-08-20T15:34:33:+0200,fillp,8,30,True,106.39826270967741,True,70.291
2019-08-20T15:34:33:+0200,fillp,9,30,True,105.94888051612901,True,69.96600000000001
2019-08-20T15:34:33:+0200,fillp,10,30,True,106.9244190967742,True,71.171
2019-08-21T12:14:13:+0200,fillp,1,30,True,106.88223174193546,True,73.017
2019-08-21T12:14:13:+0200,fillp,2,30,True,106.70206967741933,True,71.678
2019-08-21T12:14:13:+0200,fillp,3,30,True,106.83699200000001,True,71.961
2019-08-21T12:14:13:+0200,fillp,4,30,True,106.66610064516131,True,73.112
2019-08-21T12:14:13:+0200,fillp,5,30,True,106.9105042580645,True,73.78
2019-08-21T12:14:13:+0200,fillp,6,30,True,106.65292180645162,True,73.30199999999999
2019-08-21T12:14:13:+0200,fillp,7,30,True,106.63250890322581,True,71.704
2019-08-21T12:14:13:+0200,fillp,8,30,True,107.87581316129032,True,75.178
2019-08-21T12:14:13:+0200,fillp,9,30,True,106.82602322580644,True,72.275
2019-08-21T12:14:13:+0200,fillp,10,30,True,106.28588387096774,True,70.464
2019-08-22T07:59:10:+0200,fillp,1,30,True,107.00567845161291,True,71.229
2019-08-22T07:59:10:+0200,fillp,2,30,True,106.24087019354837,True,72.691
2019-08-22T07:59:10:+0200,fillp,3,30,True,106.34769341935484,True,71.347
2019-08-22T07:59:10:+0200,fillp,4,30,True,105.9528258064516,True,72.547
2019-08-22T07:59:10:+0200,fillp,5,30,True,105.883392,True,69.89699999999999
2019-08-22T07:59:10:+0200,fillp,6,30,False,,True,70.877
2019-08-22T07:59:10:+0200,fillp,7,30,True,107.01358864516126,True,72.958
2019-08-22T07:59:10:+0200,fillp,8,30,True,106.48008567741934,True,71.479
2019-08-22T07:59:10:+0200,fillp,9,30,True,105.38688309677418,True,69.968
2019-08-22T07:59:10:+0200,fillp,10,30,True,106.64891148387095,True,70.858
2019-08-22T10:18:28:+0200,fillp,1,30,True,106.2773058064516,True,70.81
2019-08-22T10:18:28:+0200,fillp,2,30,True,106.53456309677418,True,71.202
2019-08-22T10:18:28:+0200,fillp,3,30,True,105.73941574193547,True,69.885
2019-08-22T10:18:28:+0200,fillp,4,30,True,106.72484129032259,True,71.958
2019-08-22T10:18:28:+0200,fillp,5,30,True,105.73617858064517,True,71.958
2019-08-22T10:18:28:+0200,fillp,6,30,True,105.9979581935484,True,70.476
2019-08-22T10:18:28:+0200,fillp,7,30,True,106.47064051612904,True,70.495
2019-08-22T10:18:28:+0200,fillp,8,30,True,105.78146477419355,True,69.413
2019-08-22T10:18:28:+0200,fillp,9,30,True,106.0856464516129,True,70.567
2019-08-22T10:18:28:+0200,fillp,10,30,True,106.47049806451615,True,72.59
2019-08-21T17:06:02:+0200,fillp_sheep,1,30,True,103.8817197419355,True,69.928
2019-08-21T17:06:02:+0200,fillp_sheep,2,30,True,103.5915251612903,True,71.26100000000001
2019-08-21T17:06:02:+0200,fillp_sheep,3,30,True,104.00613161290322,True,70.46600000000001
2019-08-21T17:06:02:+0200,fillp_sheep,4,30,True,103.80157935483872,True,70.752
2019-08-21T17:06:02:+0200,fillp_sheep,5,30,True,103.31039380645163,True,68.628
2019-08-21T17:06:02:+0200,fillp_sheep,6,30,True,104.15417599999999,True,70.164
2019-08-21T17:06:02:+0200,fillp_sheep,7,30,True,103.64836335483871,True,69.649
2019-08-21T17:06:02:+0200,fillp_sheep,8,30,True,103.80831793548386,True,70.263
2019-08-21T17:06:02:+0200,fillp_sheep,9,30,True,103.75950451612906,True,69.14
2019-08-21T17:06:02:+0200,fillp_sheep,10,30,True,104.02916129032256,True,70.297
2019-08-20T15:34:33:+0200,fillp_sheep,1,30,True,104.21268025806452,True,69.178
2019-08-20T15:34:33:+0200,fillp_sheep,2,30,True,103.32809703225806,True,70.124
2019-08-20T15:34:33:+0200,fillp_sheep,3,30,True,104.08018374193549,True,69.847
2019-08-20T15:34:33:+0200,fillp_sheep,4,30,True,104.23636851612903,True,70.09
2019-08-20T15:34:33:+0200,fillp_sheep,5,30,True,104.24960825806451,True,70.453
2019-08-20T15:34:33:+0200,fillp_sheep,6,30,True,104.26890116129032,True,71.062
2019-08-20T15:34:33:+0200,fillp_sheep,7,30,True,104.31158709677416,True,70.792
2019-08-20T15:34:33:+0200,fillp_sheep,8,30,True,104.58964025806452,True,70.53399999999999
2019-08-20T15:34:33:+0200,fillp_sheep,9,30,True,103.79556129032257,True,69.953
2019-08-20T15:34:33:+0200,fillp_sheep,10,30,True,104.13755458064514,True,70.635
2019-08-21T12:14:13:+0200,fillp_sheep,1,30,True,103.45593393548387,True,68.615
2019-08-21T12:14:13:+0200,fillp_sheep,2,30,True,103.8447566451613,True,69.60600000000001
2019-08-21T12:14:13:+0200,fillp_sheep,3,30,True,104.12681703225807,True,70.126
2019-08-21T12:14:13:+0200,fillp_sheep,4,30,True,104.04815896774191,True,70.221
2019-08-21T12:14:13:+0200,fillp_sheep,5,30,False,,True,69.455
2019-08-21T12:14:13:+0200,fillp_sheep,6,30,True,104.16247741935481,True,70.98100000000001
2019-08-21T12:14:13:+0200,fillp_sheep,7,30,False,,False,
2019-08-21T12:14:13:+0200,fillp_sheep,8,30,True,104.28171767741935,True,69.645
2019-08-21T12:14:13:+0200,fillp_sheep,9,30,True,103.96630503225805,True,69.933
2019-08-21T12:14:13:+0200,fillp_sheep,10,30,True,104.77434012903227,True,71.881
2019-08-22T07:59:10:+0200,fillp_sheep,1,30,False,,False,
2019-08-22T07:59:10:+0200,fillp_sheep,2,30,True,104.20456258064516,True,70.561
2019-08-22T07:59:10:+0200,fillp_sheep,3,30,True,104.62432,True,70.528
2019-08-22T07:59:10:+0200,fillp_sheep,4,30,True,104.01282890322584,True,70.825
2019-08-22T07:59:10:+0200,fillp_sheep,5,30,True,103.86887638709678,True,69.923
2019-08-22T07:59:10:+0200,fillp_sheep,6,30,True,104.50770993548389,True,70.446
2019-08-22T07:59:10:+0200,fillp_sheep,7,30,True,103.70968154838711,True,69.378
2019-08-22T07:59:10:+0200,fillp_sheep,8,30,True,103.9456,True,70.277
2019-08-22T07:59:10:+0200,fillp_sheep,9,30,True,104.41495741935482,True,70.956
2019-08-22T07:59:10:+0200,fillp_sheep,10,30,True,103.9097682580645,True,69.414
2019-08-22T10:18:28:+0200,fillp_sheep,1,30,True,103.88706270967744,True,70.712
2019-08-22T10:18:28:+0200,fillp_sheep,2,30,True,102.94305445161292,True,68.958
2019-08-22T10:18:28:+0200,fillp_sheep,3,30,True,103.72038606451612,True,70.52
2019-08-22T10:18:28:+0200,fillp_sheep,4,30,True,104.17284335483872,True,70.36
2019-08-22T10:18:28:+0200,fillp_sheep,5,30,True,103.27047225806447,True,68.881
2019-08-22T10:18:28:+0200,fillp_sheep,6,30,True,103.70716283870969,True,69.172
2019-08-22T10:18:28:+0200,fillp_sheep,7,30,True,104.06548232258064,True,70.854
2019-08-22T10:18:28:+0200,fillp_sheep,8,30,True,104.01320051612903,True,70.676
2019-08-22T10:18:28:+0200,fillp_sheep,9,30,True,104.41754632258063,True,69.641
2019-08-22T10:18:28:+0200,fillp_sheep,10,30,True,104.26284799999999,True,69.986
2019-08-21T17:06:02:+0200,indigo,1,30,True,98.65893600000003,True,48.958
2019-08-21T17:06:02:+0200,indigo,2,30,True,98.24938761290323,True,49.071999999999996
2019-08-21T17:06:02:+0200,indigo,3,30,True,98.69493600000001,True,48.92100000000001
2019-08-21T17:06:02:+0200,indigo,4,30,True,97.9985489032258,True,48.886
2019-08-21T17:06:02:+0200,indigo,5,30,True,98.65041987096774,True,48.864
2019-08-21T17:06:02:+0200,indigo,6,30,True,98.69029083870967,True,49.028999999999996
2019-08-21T17:06:02:+0200,indigo,7,30,True,99.0963553548387,True,48.707
2019-08-21T17:06:02:+0200,indigo,8,30,True,99.7261618064516,True,48.571999999999996
2019-08-21T17:06:02:+0200,indigo,9,30,True,98.22267793548389,True,48.988
2019-08-21T17:06:02:+0200,indigo,10,30,True,99.07932309677419,True,48.635
2019-08-20T15:34:33:+0200,indigo,1,30,True,89.18121363934426,True,48.583999999999996
2019-08-20T15:34:33:+0200,indigo,2,30,True,101.63145212903225,True,48.888999999999996
2019-08-20T15:34:33:+0200,indigo,3,30,True,98.63493600000001,True,48.521
2019-08-20T15:34:33:+0200,indigo,4,30,True,100.45506503225806,True,48.916000000000004
2019-08-20T15:34:33:+0200,indigo,5,30,True,98.91519406451614,True,48.842
2019-08-20T15:34:33:+0200,indigo,6,30,True,99.29764567741935,True,48.515
2019-08-20T15:34:33:+0200,indigo,7,30,True,99.64641987096775,True,48.527
2019-08-20T15:34:33:+0200,indigo,8,30,True,105.09751664516128,True,49.053999999999995
2019-08-20T15:34:33:+0200,indigo,9,30,True,94.11867793548384,True,48.873999999999995
2019-08-20T15:34:33:+0200,indigo,10,30,True,98.52345212903224,True,49.013999999999996
2019-08-21T12:14:13:+0200,indigo,1,30,True,100.0993230967742,True,48.595
2019-08-21T12:14:13:+0200,indigo,2,30,True,100.83867793548387,True,49.11600000000001
2019-08-21T12:14:13:+0200,indigo,3,30,True,99.5581618064516,True,48.699
2019-08-21T12:14:13:+0200,indigo,4,30,True,98.76654890322578,True,48.696000000000005
2019-08-21T12:14:13:+0200,indigo,5,30,True,100.11480696774194,True,48.992
2019-08-21T12:14:13:+0200,indigo,6,30,True,103.42990374193548,True,48.952
2019-08-21T12:14:13:+0200,indigo,7,30,True,98.62487148387098,True,48.783
2019-08-21T12:14:13:+0200,indigo,8,30,True,97.06603277419356,True,48.91
2019-08-21T12:14:13:+0200,indigo,9,30,True,98.61790374193549,True,48.623999999999995
2019-08-21T12:14:13:+0200,indigo,10,30,True,98.50951664516131,True,48.82899999999999
2019-08-22T07:59:10:+0200,indigo,1,30,True,98.7499037419355,True,48.696000000000005
2019-08-22T07:59:10:+0200,indigo,2,30,True,98.76500051612904,True,48.71
2019-08-22T07:59:10:+0200,indigo,3,30,True,98.77467793548388,True,48.855
2019-08-22T07:59:10:+0200,indigo,4,30,True,97.89983922580645,True,48.901
2019-08-22T07:59:10:+0200,indigo,5,30,True,99.00848438709677,True,48.648999999999994
